"orden","id","dominant_topic","topic_perc_contrib","keywords","text","topic","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","inst"
262,1035,4,0.297300010919571,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['mejorar', 'acceso', 'vivienda', 'dign']","Mejorar entorno sustentable","centro de cuidado de niños de padres temporeros",14,14201,"10 a 13",10,"Establecimiento Educacional"
264,1036,1,0.406899988651276,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['asignen', 'mas', 'recurso', 'comprar', 'maquina', 'especializado', 'tomar', 'examen', 'contar', 'comuna']","Cambios y reformas políticas","programa chile crece contigo",6,6310,"10 a 13",6,"Otro"
265,1037,5,0.174400001764298,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['equidad', 'pai']","Mejorar pensiones y seguridad social","club deportivo",8,8112,"10 a 13",20,"Otro"
266,1038,1,0.338600009679794,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mejorar', 'plaza', 'juego', 'mas', 'arbol', 'plantar', 'vegetal', 'fruta', 'comer', 'ahi', 'mism']","Cambios y reformas políticas","opd purranque",10,10303,"6 a 9",10,"Otro"
267,1039,6,0.198400005698204,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['cesar', 'violencia', 'dialogar']","Tiempo para la familia","oficina de protección de derechos de independencia",13,13108,"6 a 9",18,"Establecimiento Educacional"
268,1040,3,0.257299989461899,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['cuidar', 'planeta', 'contaminar', 'mar']","Mejoras en salud","residencia bárbara kast corporación maría ayuda",2,2101,"6 a 9",7,"Programa Sename"
270,1041,2,0.321799993515015,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['mejorar', 'educacion', 'pagar', 'mejor', 'profesor', 'asi', 'paros', 'pagar', 'educacion', 'cita', 'textual', 'nna']","Protección y equidad para la niñez","opd colchagua",6,6301,"10 a 13",30,"Oficina de Protección de Derechos"
271,1042,5,0.241099998354912,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['clase_politica', 'realmente', 'hacer', 'trabajo']","Mejorar pensiones y seguridad social","programa salidas alternativas acj valparaiso",5,5801,"14 a 18",4,"Programa Sename"
272,1043,7,0.359499990940094,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['transporte', 'adolescente', 'solicitar', 'transporte', 'gratuito', 'tercera_edad', 'nino', 'ademas', 'alcanzar', 'comunidad']","Mejora integral a la educación","pie coronel",8,8102,"14 a 18",8,"Programa Sename"
274,1044,7,0.375999987125397,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['educacion', 'derecho', 'educacion', 'gratis_calidad']","Mejora integral a la educación","centro residencial de niñas gabriela mistral",7,7102,"14 a 18",4,"Programa Sename"
275,1045,7,0.317200005054474,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['contar', 'mas', 'limpio', 'presenciar', 'elemento', 'natural', 'planta', 'flor', 'arbol']","Mejora integral a la educación","oficina local de la niñez oln la florida",13,13101,"4 a 5",15,"Establecimiento Educacional"
277,1046,1,0.373600006103516,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['constitucion', 'feminista', 'ecologico', 'imparcial', 'politico', 'promueva', 'laico']","Cambios y reformas políticas","unidad justicia juvenil sename",12,12101,"14 a 18",4,"Programa Sename"
278,1047,4,0.235300004482269,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['trabajar', 'equip']","Mejorar entorno sustentable","ilustre municipalidad de litueche",6,6203,"6 a 9",8,"Otro"
279,1048,1,0.296099990606308,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['termino_afp']","Cambios y reformas políticas","casa de acogida imillitay",1,1101,"14 a 18",10,"Programa Sename"
280,1049,8,0.250699996948242,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['juego']","Mejores e inclusivos espacios públicos","municipalidad lo prado chile crece contigo",13,13117,"4 a 5",13,"Otro"
281,1050,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['eliminacion', 'afp']","Cambios y reformas políticas","programa libertad asistida sembrando caminos mision evangelica san pablo de chile",8,8108,"14 a 18",4,"Programa Sename"
282,1051,4,0.259200006723404,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['mantener', 'constantemente', 'dialogo', 'ciudadano', 'ver', 'tema', 'afectar', 'persona']","Mejorar entorno sustentable","opd maría pinto",13,13504,"Todos",13,"Consejo Consultivo"
283,1052,3,0.359499990940094,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['bajar_precios', 'medicamento', 'adultos_mayor', 'general']","Mejoras en salud","opd purranque",10,10303,"10 a 13",12,"Otro"
284,1053,1,0.255400002002716,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['tener', 'oportunidad', 'viajar', 'lugar', 'visitar', 'conocer']","Cambios y reformas políticas","cread entre silos",7,7101,"14 a 18",15,"Programa Sename"
285,1054,2,0.266499996185303,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['presencia', 'militar', 'calle']","Protección y equidad para la niñez","villa buenaventura",13,13401,"Todos",20,"Oficina de Protección de Derechos"
286,1055,0,0.2432000041008,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['animal']","Protección del medio ambiente","oficina de protección de derechos infanto juveniles de la serena",4,4101,"4 a 5",34,"Oficina de Protección de Derechos"
287,1056,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['plantar', 'arbol']","Cambios y reformas políticas","junta de vecinos villa vista al mar",1,1107,"10 a 13",10,"Otro"
289,1057,4,0.365200012922287,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['bajar_costo', 'alimento', 'luz', 'agua']","Mejorar entorno sustentable","residencia femenina imillitay qal",1,1101,"Todos",9,"Programa Sename"
290,1058,6,0.216399997472763,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['familia', 'tener', 'perrito', 'cuide', 'vivir', 'solo', 'calle']","Tiempo para la familia","chcc lebu",8,8201,"4 a 5",8,"Establecimiento Educacional"
291,1059,7,0.304899990558624,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['arbol', 'calle', 'planta']","Mejora integral a la educación","ppf ciudad del niño coronel sur",8,8102,"4 a 5",6,"Programa Sename"
292,1060,1,0.258300006389618,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mas', 'guerra']","Cambios y reformas políticas","ppf ciudad del niño coronel sur",8,8102,"10 a 13",9,"Programa Sename"
293,1061,6,0.259400010108948,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['mundo', 'ideal', 'persona', 'feliz']","Tiempo para la familia","ppf ciudad del niño coronel sur",8,8102,"6 a 9",6,"Programa Sename"
294,1062,4,0.297300010919571,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['incentivar', 'respeto', 'adultos_mayor', 'extanjero']","Mejorar entorno sustentable","opd mejillnones",2,2102,"14 a 18",6,"Oficina de Protección de Derechos"
295,1063,0,0.304100006818771,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['exigir', 'escuela', 'municipal', 'terminar', 'pasar', 'contenido', 'manifestar', 'siempre', 'lograr', 'revisar', 'unidad', 'libro', 'situacion', 'ocurrir', 'colegio', 'particular']","Protección del medio ambiente","sename",5,5801,"14 a 18",8,"Programa Sename"
297,1064,8,0.193599998950958,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['cuiden', 'espacio', 'fisico']","Mejores e inclusivos espacios públicos","población villa cerro divisadero",11,11101,"6 a 9",10,"Oficina de Protección de Derechos"
298,1065,3,0.28659999370575,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['prevencion', 'tema', 'incendio']","Mejoras en salud","escuela de verano",6,6205,"10 a 13",21,"Establecimiento Educacional"
299,1066,3,0.223600000143051,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['amor']","Mejoras en salud","escuela de verano municipalidad de machali",6,6108,"6 a 9",29,"Otro"
300,1067,4,0.231700003147125,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['naturaleza']","Mejorar entorno sustentable","rem per nuestra señora de la esperanza",16,16101,"4 a 5",10,"Programa Sename"
302,1068,0,0.373100012540817,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['casa', 'familia', 'buen', 'calefaccion']","Protección del medio ambiente","jardin infantil junji los bajitos",10,10207,"4 a 5",9,"Otro"
303,1069,1,0.258500009775162,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['bus', 'ir', 'melipill']","Cambios y reformas políticas","las maravillas de ulmen",13,13501,"4 a 5",7,"Establecimiento Educacional"
304,1070,3,0.321599990129471,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['acaben', 'robo']","Mejoras en salud","casa de acogida nido amigo",1,1101,"4 a 5",10,"Programa Sename"
305,1071,3,0.326200008392334,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['evitar', 'robo', 'empresa', 'abuso', 'trabajador']","Mejoras en salud","programa de medidas cautelares ambulatorias misión evangélica san pablo de chile",8,8101,"14 a 18",9,"Programa Sename"
306,1072,8,0.250600010156632,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['existir', 'espacio', 'conversacion', 'infantil', 'joven']","Mejores e inclusivos espacios públicos","escuela de verano maitencillo",5,5105,"6 a 9",25,"Otro"
307,1073,6,0.260300010442734,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['informacion', 'television', 'cuidado', 'planeta']","Tiempo para la familia","municipalidad de lo espejo",13,13116,"6 a 9",6,"Otro"
308,1074,1,0.297699987888336,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mas', 'violentar']","Cambios y reformas políticas","chile crece contigo opd y world vision",8,8106,"14 a 18",10,"Establecimiento Educacional"
310,1075,4,0.231800004839897,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['mejorar']","Mejorar entorno sustentable","opd purranque",10,10303,"14 a 18",8,"Oficina de Protección de Derechos"
311,1076,4,0.476700007915497,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['cuidado', 'medioambiente', 'relevar', 'agua', 'debido', 'sequia', 'afectar', 'zona']","Mejorar entorno sustentable","opd monte patria",4,4303,"4 a 5",14,"Oficina de Protección de Derechos"
312,1077,4,0.231700003147125,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['dialogo']","Mejorar entorno sustentable","oficina de protección de derechos de independencia",13,13108,"6 a 9",14,"Establecimiento Educacional"
313,1078,8,0.307500004768372,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['mayor', 'sueldo', 'padre']","Mejores e inclusivos espacios públicos","escuela de verano panguipulli",14,14108,"6 a 9",10,"Establecimiento Educacional"
314,1079,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Cambios y reformas políticas","oficina de protección de derechos de independencia",13,13108,"6 a 9",24,"Establecimiento Educacional"
315,1080,3,0.257299989461899,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['bajar_precios', 'medicamento', 'especialmente', 'abuelito']","Mejoras en salud","opd villa alemana",5,5804,"6 a 9",49,"Establecimiento Educacional"
316,1081,0,0.24609999358654,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['regalen', 'piscina']","Protección del medio ambiente","chcc antuco",8,8302,"6 a 9",7,"Otro"
317,1082,8,0.37830001115799,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['faltar', 'plaza', 'sector', 'comuna']","Mejores e inclusivos espacios públicos","ilustre municipalidad de paredones",6,6206,"4 a 5",6,"Otro"
318,1083,1,0.229000002145767,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['seguridad', 'resguardo', 'comunal']","Cambios y reformas políticas","opd puente alto",13,13201,"6 a 9",8,"Otro"
319,1084,7,0.217600002884865,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['sen', 'produccion', 'palto', 'agua', 'chileno']","Mejora integral a la educación","opd y ppf",4,4201,"Todos",9,"Oficina de Protección de Derechos"
320,1085,7,0.216700002551079,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['educacion', 'entorno', 'humildad']","Mejora integral a la educación","programa salidas alternativas",3,3101,"14 a 18",11,"Programa Sename"
321,1086,1,0.336899995803833,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['generen', 'mas', 'trabajo', 'despues', 'echen', 'contratar', 'mas', 'medico', 'mas', 'lugar', 'consultorio']","Cambios y reformas políticas","ilustre municipalidad de concón",5,5103,"10 a 13",50,"Otro"
322,1087,3,0.30799999833107,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['salud', 'bajo', 'valor', 'medicamento', 'aumentar', 'rango', 'horario', 'atencion', 'servicio', 'publico']","Mejoras en salud","sename",5,5802,"14 a 18",5,"Programa Sename"
323,1088,3,0.359499990940094,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['precio', 'transporte', 'bajen', 'peaje']","Mejoras en salud","asociación cristiana de jóvenes",5,5101,"14 a 18",9,"Programa Sename"
324,1089,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['acceso', 'agua']","Cambios y reformas políticas","escuela de verano la peña",5,5506,"6 a 9",27,"Establecimiento Educacional"
325,1090,3,0.359600007534027,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['capacitacion', 'profesional', 'salud', 'buen_trato']","Mejoras en salud","asociacion cristiana de jovenes",5,5501,"14 a 18",6,"Programa Sename"
326,1091,5,0.291200011968613,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['habilitacion', 'compuesto', 'areas_verd', 'recreacion', 'aire', 'libr']","Mejorar pensiones y seguridad social","jardin infantil altue",13,13101,"4 a 5",12,"Establecimiento Educacional"
327,1092,4,0.370799988508224,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['realizacion', 'segundo', 'dialogo', 'ciudadano', 'infanti']","Mejorar entorno sustentable","chile crece contigo",10,10305,"6 a 9",45,"Otro"
329,1093,4,0.203099995851517,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['presentar', 'centro', 'estudiant', 'discusión', 'respecto', 'malos_trato', 'profesor', 'estudiante']","Mejorar entorno sustentable","oficina de protección de derechos de la niñez y la adolescencia de santiago",13,13101,"14 a 18",5,"Consejo Consultivo"
330,1094,8,0.193599998950958,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['contar', 'piscina', 'publico']","Mejores e inclusivos espacios públicos","ilustre municipalidad de canela",4,4202,"4 a 5",22,"Establecimiento Educacional"
332,1095,6,0.235499992966652,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['familia', 'cuiden', 'planeta', 'ayudar', 'reciclar']","Tiempo para la familia","fortalecimiento municipal chcc comuna de tortel",11,11303,"10 a 13",6,"Otro"
334,1096,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['terminar', 'afp']","Cambios y reformas políticas","escuela de verano",14,14107,"10 a 13",10,"Otro"
335,1097,1,0.372399985790253,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['usar', 'mas', 'seguridad', 'carabinero', 'mas', 'amistoso']","Cambios y reformas políticas","ilustre municipalidad de lolol",6,6304,"10 a 13",8,"Establecimiento Educacional"
336,1098,4,0.303099989891052,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['generar', 'aprendizaje', 'propio', 'cuidado', 'naturaleza', 'reciclaje']","Mejorar entorno sustentable","centro para niños con cuidadores principalmente temporeros cncpt 2020",14,14103,"6 a 9",12,"Establecimiento Educacional"
337,1099,5,0.27590000629425,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['areas_verd', 'flor', 'objeto', 'embellecimiento']","Mejorar pensiones y seguridad social","programa de prevención focalizada adolfo pérez esquivel",10,10108,"6 a 9",5,"Programa Sename"
338,1100,8,0.193499997258186,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['cuidar', 'calle', 'basurero']","Mejores e inclusivos espacios públicos","fortalecimiento municipal chcc",11,11101,"6 a 9",10,"Otro"
339,1101,1,0.358200013637543,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['salud', 'mejoramiento', 'sistema', 'existente', 'mayor', 'acceso', 'expedito', 'atencion', 'especial', 'sector', 'vulnerable']","Cambios y reformas políticas","circuito responsabilidad penal adolescente región de tarapacá",1,1101,"14 a 18",11,"Programa Sename"
341,1102,0,0.245700001716614,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['persona', 'autoridad', 'preocupar', 'mas', 'medio_ambiente']","Protección del medio ambiente","chile crece contigo municipalidad independencia",13,13108,"6 a 9",20,"Establecimiento Educacional"
342,1103,4,0.178900003433228,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['sector', 'rural', 'ciudad']","Mejorar entorno sustentable","escuela básica  maitencillo",7,7408,"6 a 9",10,"Establecimiento Educacional"
343,1104,6,0.235499992966652,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['pais', 'justo', 'igualitario', 'terminar', 'violencia']","Tiempo para la familia","opd",7,7202,"6 a 9",12,"Otro"
344,1105,8,0.173800006508827,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['juego', 'calle', 'casa', 'playa']","Mejores e inclusivos espacios públicos","opd chanco",7,7202,"4 a 5",24,"Establecimiento Educacional"
345,1106,1,0.174600005149841,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['boten', 'basula']","Cambios y reformas políticas","niñez biobio y junji cañete",8,8203,"4 a 5",9,"Establecimiento Educacional"
347,1107,8,0.250699996948242,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['espacio', 'grupo', 'conversacion', 'generar', 'adolescente', 'orientacion', 'informar', 'levantar', 'necesidad', 'involucrar', 'agente', 'activo', 'sociedad']","Mejores e inclusivos espacios públicos","programa de prevención focalizada adolfo pérez esquivel",10,10108,"10 a 13",4,"Programa Sename"
349,1108,5,0.268500000238419,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['salir', 'marchar', 'derecho']","Mejorar pensiones y seguridad social","pie 24 horas sur talita cumi",8,8301,"14 a 18",10,"Programa Sename"
350,1109,7,0.304899990558624,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['gratuidad', 'educacion', 'negocio']","Mejora integral a la educación","opd rengo consejos de infancia",6,6115,"14 a 18",10,"Oficina de Protección de Derechos"
351,1110,8,0.291500002145767,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['colocar', 'mas', 'juego', 'poder_jugar', 'ejemplo', 'juego', 'agua']","Mejores e inclusivos espacios públicos","chile crece contigo y opd casablanca",5,5102,"6 a 9",8,"Otro"
352,1111,3,0.235300004482269,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['bote', 'basura', 'lugar', 'corresponder', 'siempre', 'basurero']","Mejoras en salud","chile crece contigo",13,13402,"6 a 9",10,"Otro"
359,1112,2,0.262100011110306,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['lograr', 'realizar', 'encuesta', 'inquietud', 'nino', 'estudiar', 'comuna']","Protección y equidad para la niñez","red de infancia hualqui",8,8105,"10 a 13",27,"Establecimiento Educacional"
360,1113,0,0.187800005078316,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['adulto', 'preocupar', 'planeta']","Protección del medio ambiente","niñez biobio y cncpt tubul arauco",8,8202,"6 a 9",5,"Otro"
361,1114,5,0.23029999434948,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['mas', 'respeto', 'taller', 'sufrir', 'bullying', 'apoyo', 'persona', 'situacion', 'discapacidad', 'inmigrante']","Mejorar pensiones y seguridad social","opd y residencia niño y patria",4,4301,"10 a 13",4,"Programa Sename"
362,1115,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Cambios y reformas políticas","cncpt",6,6102,"6 a 9",15,"Establecimiento Educacional"
363,1116,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Cambios y reformas políticas","opd",8,8303,"14 a 18",10,"Consejo Consultivo"
364,1117,8,0.193499997258186,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['fiscalizar', 'cuidado', 'animale']","Mejores e inclusivos espacios públicos","escuela de verano san esteban",5,5304,"10 a 13",15,"Otro"
365,1118,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Cambios y reformas políticas","cnctp",6,6102,"10 a 13",22,"Establecimiento Educacional"
366,1119,0,0.303600013256073,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['incorporacion', 'pileta', 'piscina', 'barrio']","Protección del medio ambiente","chcc municipalidad de padre hurtado",13,13604,"10 a 13",13,"Establecimiento Educacional"
368,1120,1,0.26240000128746,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['salud', 'calidad', 'importar', 'acceso', 'dinero', 'persona', 'grupo_familiar']","Cambios y reformas políticas","programa de salidas alternativas",10,10301,"14 a 18",15,"Programa Sename"
369,1121,3,0.408899992704391,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['deje', 'matar', 'explotar', 'abeja']","Mejoras en salud","red comunal chcc melipilla piscina chocalan grupo 1",13,13501,"14 a 18",11,"Establecimiento Educacional"
370,1122,4,0.235300004482269,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['mejorar', 'iluminacion']","Mejorar entorno sustentable","chile crece contigo",13,13119,"6 a 9",6,"Otro"
372,1123,3,0.296900004148483,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['informar', 'agua', 'dibujar', 'planeta', 'tierra', 'cuidar']","Mejoras en salud","red comunal chcc melipilla piscina chocalan grupo 2",13,13501,"6 a 9",8,"Establecimiento Educacional"
373,1124,8,0.219200000166893,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['durar', 'carabinero', 'interrumpir']","Mejores e inclusivos espacios públicos","municipalidad de lo espejo",13,13116,"6 a 9",9,"Otro"
376,1125,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Cambios y reformas políticas","chile crece contigo",13,13124,"6 a 9",13,"Otro"
377,1126,0,0.211899995803833,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['proteger', 'animal']","Protección del medio ambiente","diálogos participativos chcc2",8,8303,"6 a 9",7,"Otro"
378,1127,3,0.277200013399124,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['evitar', 'centralizacion', 'contar', 'especialidad', 'profesional', 'salud', 'menos', 'ciudad']","Mejoras en salud","acj valparaíso sede rpa san felipe",5,5701,"14 a 18",5,"Otro"
379,1128,7,0.25110000371933,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['barajar', 'opción', 'ingreso', 'determinado', 'capacidad', 'adquisitivo', 'familia']","Mejora integral a la educación","diálogos participativos chcc3",8,8303,"10 a 13",10,"Otro"
380,1129,8,0.157700002193451,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['tener', 'super', 'poder', 'ayudar', 'persona', 'necesitar']","Mejores e inclusivos espacios públicos","chile crece contigo",13,13124,"4 a 5",6,"Establecimiento Educacional"
381,1130,1,0.204899996519089,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['generar', 'mas', 'instancia', 'comunidad', 'barrial']","Cambios y reformas políticas","cread galvarino sename",13,13101,"10 a 13",8,"Programa Sename"
382,1131,1,0.218400001525879,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['ayudar', 'calle', 'botar_basura', 'recoger', 'mas', 'concientizar', 'mas', 'cercano']","Cambios y reformas políticas","club deportivo de cheerleader jaguar",2,2301,"10 a 13",6,"Establecimiento Educacional"
383,1132,4,0.262899994850159,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['apoyo', 'mayor', 'mejorar', 'escuela']","Mejorar entorno sustentable","programa abriendo caminos tikvah",6,6101,"Todos",8,"Otro"
384,1133,1,0.204500004649162,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['cuidar', 'areas_verd', 'plantar', 'arbol', 'arbusto']","Cambios y reformas políticas","club deportivo recreativo social de cheerleaders jaguar",2,2301,"6 a 9",4,"Otro"
385,1134,8,0.314099997282028,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['proteger', 'persona', 'igual_manera', 'relacion', 'desigualdad', 'social']","Mejores e inclusivos espacios públicos","club deportivo cheerleader jaguar",2,2301,"14 a 18",3,"Establecimiento Educacional"
386,1135,8,0.157700002193451,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['cuidado', 'mantenimiento', 'espacio', 'común', 'recreacion', 'nino']","Mejores e inclusivos espacios públicos","deportes tocopilla",2,2301,"6 a 9",9,"Otro"
387,1136,7,0.17170000076294,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['hacer', 'cuadrilla', 'plantacion', 'arbol', 'arbusto', 'preocupar', 'mantener', 'optimo']","Mejora integral a la educación","deportes tocopilla",2,2301,"10 a 13",5,"Otro"
388,1137,3,0.330199986696243,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['mayor', 'preocupacion', 'municipio', 'aseo', 'hermoseamiento', 'ciudad']","Mejoras en salud","deportes tocopilla",2,2301,"10 a 13",4,"Otro"
