"orden","id","dominant_topic","topic_perc_contrib","keywords","text","topic","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","inst"
424,394,2,0.368400007486343,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['concientizar', 'problematico', 'agua']","Mayor incidencia en el ambito público","cahmt",5,5402,"10 a 13",10,"Otro"
425,395,7,0.222000002861023,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['compromiso', 'entorno', 'persona']","Compromiso de obtener mejores notas","jardin infantil vista alegre",13,13102,"4 a 5",8,"Establecimiento Educacional"
426,396,3,0.230399996042252,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['respetar', 'escuchar', 'mas']","Mayor asistencia a Diálogos/Cabildos","colegio maria escobillana",6,6106,"6 a 9",12,"Establecimiento Educacional"
427,397,8,0.467599987983704,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['apoyar', 'movilización']","Mayor participación en instancias de diálogo","centro metropolitano norte sename",13,13303,"14 a 18",23,"Programa Sename"
428,398,6,0.338699996471405,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['proponer', 'pelear', 'solo', 'abrazar']","Compartir y conversar con la familia y la gente","centro de madres temporeras",13,13401,"10 a 13",5,"Oficina de Protección de Derechos"
429,399,6,0.342799991369247,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['obediente']","Compartir y conversar con la familia y la gente","programa chile crece contigo municipalidad pedro aguirre cerda",13,13121,"6 a 9",6,"Establecimiento Educacional"
430,400,8,0.555599987506866,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['conocer', 'perspectiva', 'jardín', 'educacional', 'modo', 'expandir', 'cabildo', 'ciudadano', 'zona', 'conocer', 'interés', 'informado']","Mayor participación en instancias de diálogo","chile crece contigo negrete",8,8307,"4 a 5",9,"Establecimiento Educacional"
431,401,8,0.269300013780594,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['participar', 'marcha']","Mayor participación en instancias de diálogo","congregación de religiosos terciarios capuchinos  programas pla y plae",8,8101,"14 a 18",4,"Programa Sename"
432,402,4,0.259099990129471,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['ayudar', 'pais']","Ayudar y respetar a los compañeros","centro de madres temporeras",13,13401,"6 a 9",6,"Oficina de Protección de Derechos"
433,403,3,0.309899985790253,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['realizar', 'mas', 'actividad', 'nino']","Mayor asistencia a Diálogos/Cabildos","chile crece contigo",5,5102,"6 a 9",11,"Establecimiento Educacional"
434,404,0,0.374599993228912,"comprometer, mejor, trabajo, demanda, respetuoso, escuela, asi, subir, ninos_nina, continuar","['seguir', 'manifestar', 'manera_pacifica']","Respeto en la escuela","oficina de protección de derechos",13,13108,"6 a 9",19,"Establecimiento Educacional"
435,405,3,0.669700026512146,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['tener', 'mayor', 'resguardo', 'tema', 'seguridad']","Mayor asistencia a Diálogos/Cabildos","escuela eulogia borquez perez",10,10208,"6 a 9",31,"Establecimiento Educacional"
436,406,7,0.33270001411438,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['respetar', 'idea', 'sueno', 'companero']","Compromiso de obtener mejores notas","colegio maría escobillana",6,6106,"10 a 13",20,"Establecimiento Educacional"
437,407,1,0.470699995756149,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['divulgar', 'informacion', 'vecino', 'localidad']","Cuidar la convivencia","opd lujarpan huara",1,1404,"6 a 9",16,"Oficina de Protección de Derechos"
438,408,3,0.280699998140335,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['especialmente', 'agua', 'botar_basura', 'ensenar', 'persona', 'mayor', 'consecuencia', 'contaminar', 'medio_ambiente']","Mayor asistencia a Diálogos/Cabildos","cncpt placilla",6,6308,"Todos",28,"Otro"
439,409,1,0.549199998378754,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['creacion', 'brigada', 'ecologic']","Cuidar la convivencia","opd aysén",11,11201,"6 a 9",11,"Establecimiento Educacional"
440,410,0,0.351900011301041,"comprometer, mejor, trabajo, demanda, respetuoso, escuela, asi, subir, ninos_nina, continuar","['agendar', 'reunion', 'sr', 'alcalde', 'común', 'fin', 'presentar', 'resultado', 'plan_trabajo']","Respeto en la escuela","oficina de protección de derechos de infancia y adolescencia",8,8306,"6 a 9",7,"Oficina de Protección de Derechos"
441,411,6,0.274699985980987,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['cuidar', 'areas_verd']","Compartir y conversar con la familia y la gente","cahmt",5,5402,"6 a 9",6,"Otro"
442,412,1,0.549199998378754,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['creacion', 'brigada', 'ecologic']","Cuidar la convivencia","opd aysén",11,11201,"10 a 13",11,"Establecimiento Educacional"
443,413,9,0.44760000705719,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['concientizacion', 'social', 'calidad', 'educacion']","Cuidar el medio ambiente","concejo infantil rancagua",6,6101,"10 a 13",6,"Consejo Consultivo"
444,414,6,0.47299998998642,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['derecho', 'expresarno']","Compartir y conversar con la familia y la gente","municipalidad de fresia",10,10104,"6 a 9",10,"Otro"
445,415,7,0.387800008058548,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['respetar', 'escuchar', 'colaborar']","Compromiso de obtener mejores notas","colegio natalia peralta",6,6102,"6 a 9",12,"Establecimiento Educacional"
446,416,2,0.564000010490417,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['visualizar', 'problematica', 'solución', 'ambito', 'definido', 'consumo', 'tabaco', 'incendio']","Mayor incidencia en el ambito público","ilustre municipalidad de ancud",10,10202,"4 a 5",8,"Otro"
447,417,3,0.19760000705719,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['escuchar', 'respetar', 'mas', 'amor']","Mayor asistencia a Diálogos/Cabildos","colegio natalia peralta",6,6102,"10 a 13",22,"Establecimiento Educacional"
448,418,6,0.522000014781952,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['seguir', 'intervenir', 'territorio', 'alianza', 'servicio', 'pais', 'forma', 'realizar', 'trabajo', 'mancomunado', 'sector']","Compartir y conversar con la familia y la gente","opd exigiendo y luchando por nuestros derechos",6,6113,"10 a 13",6,"Otro"
449,419,7,0.408899992704391,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['comprometer', 'resolver', 'problema', 'forma', 'pacific']","Compromiso de obtener mejores notas","municipalidad de fresia",10,10104,"10 a 13",8,"Otro"
450,420,5,0.37049999833107,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['preocupacion', 'cuidado', 'entorno']","Mejorar en el colegio","villa los cerezos de san luis de macul",13,13122,"6 a 9",10,"Otro"
451,421,6,0.395000010728836,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['ejemplo', 'uso', 'agua']","Compartir y conversar con la familia y la gente","programa chile crece contigo municipalidad de independencia",13,13108,"6 a 9",24,"Establecimiento Educacional"
453,422,4,0.534900009632111,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['respetar', 'opinión', 'demas', 'incluso', 'comparta']","Ayudar y respetar a los compañeros","consejo consultivo  opd la granja",13,13111,"14 a 18",5,"Oficina de Protección de Derechos"
454,423,4,0.170000001788139,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['encontrar', 'motivado', 'conseguir', 'objetivo', 'deseo', 'tener', 'lugar', 'juga']","Ayudar y respetar a los compañeros","club deportivo de melipeuco",9,9110,"6 a 9",6,"Establecimiento Educacional"
455,424,7,0.320899993181229,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['primero', 'semestre', 'vocero', 'presentar', 'sala', 'concejo', 'municipa']","Compromiso de obtener mejores notas","consejo consultivo nnas opd la granja",13,13111,"10 a 13",7,"Oficina de Protección de Derechos"
456,425,2,0.303700000047684,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['ir_votar']","Mayor incidencia en el ambito público","programa libertad asistida especial",3,3101,"14 a 18",8,"Programa Sename"
458,426,7,0.387600004673004,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['informar', 'acontecer', 'nacional']","Compromiso de obtener mejores notas","cncpt",6,6112,"Todos",72,"Otro"
460,427,2,0.316300004720688,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['disponer', 'disponible', 'compartir', 'nino']","Mayor incidencia en el ambito público","escuela de verano",7,7405,"6 a 9",19,"Establecimiento Educacional"
463,428,3,0.26460000872612,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['ayudar', 'tener', 'mundo', 'mas', 'feliz', 'color']","Mayor asistencia a Diálogos/Cabildos","jardín infantil bosque de colores",10,10301,"4 a 5",12,"Establecimiento Educacional"
464,429,9,0.246800005435944,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['aportar', 'sociedad', 'trabajar', 'estudiar', 'ensuciar', 'calle']","Cuidar el medio ambiente","programa de libertad asistida especial proyecta chiloé",10,10208,"Todos",4,"Programa Sename"
466,430,6,0.480699986219406,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['conversar', 'mas', 'famlia', 'amigo']","Compartir y conversar con la familia y la gente","chile crece contigo renca",13,13128,"4 a 5",7,"Otro"
467,431,8,0.371499985456467,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['incentivar', 'grupo', 'par', 'participar', 'proceso', 'elección']","Mayor participación en instancias de diálogo","programa abriendo caminos",2,2201,"Todos",10,"Otro"
468,432,1,0.332500010728836,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'espacio', 'común', 'calle', 'plaza']","Cuidar la convivencia","chile crece contigo renca",13,13128,"6 a 9",10,"Otro"
469,433,8,0.269300013780594,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['contaminar', 'medio_ambiente']","Mayor participación en instancias de diálogo","chile crece contigo quilaco",8,8308,"6 a 9",10,"Establecimiento Educacional"
470,434,5,0.65200001001358,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['primer_paso', 'cambio', 'personal', 'luego', 'colectivo']","Mejorar en el colegio","programa de medidas cautelares  proyecta chiloé",10,10201,"14 a 18",7,"Programa Sename"
471,435,8,0.475199997425079,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['votar', 'informar', 'proceso', 'candidato']","Mayor participación en instancias de diálogo","residencia maria ayuda",1,1101,"Todos",12,"Programa Sename"
472,436,4,0.381500005722046,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['comentar', 'opinion', 'adultos']","Ayudar y respetar a los compañeros","chile crece contigo renca",13,13128,"10 a 13",8,"Otro"
473,437,6,0.395000010728836,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['conversar', 'mas', 'amigo']","Compartir y conversar con la familia y la gente","chile crece contigo renca",13,13128,"6 a 9",5,"Consejo Consultivo"
474,438,9,0.305000007152557,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['medio_ambiente']","Cuidar el medio ambiente","programa de libertad asistida proyecta chiloé",10,10201,"Todos",5,"Programa Sename"
475,439,1,0.459699988365173,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'planeta']","Cuidar la convivencia","chile crece contigo quilaco",8,8308,"10 a 13",10,"Establecimiento Educacional"
476,440,6,0.242300003767013,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['escuchar', 'respetar', 'opinion', 'ciudadano', 'pais']","Compartir y conversar con la familia y la gente","moira francisca vallejos inostroza",8,8308,"14 a 18",10,"Establecimiento Educacional"
477,441,3,0.128499999642372,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","[]","Mayor asistencia a Diálogos/Cabildos","secretaria niñez y junaeb",8,8102,"10 a 13",13,"Establecimiento Educacional"
478,442,6,0.470800012350082,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['seguir', 'felice']","Compartir y conversar con la familia y la gente","integrantes programa centro para niños con cuidadores principales temporeros",9,9107,"6 a 9",16,"Establecimiento Educacional"
479,443,1,0.459699988365173,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'planeta']","Cuidar la convivencia","participan de centro para niños con cuidadores principales temporeros",9,9109,"6 a 9",8,"Establecimiento Educacional"
480,444,1,0.260899990797043,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'mundo']","Cuidar la convivencia","cruz roja",16,16102,"14 a 18",20,"Programa Sename"
481,445,9,0.369199991226196,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['cuidar', 'lugar', 'vivimo']","Cuidar el medio ambiente","participan de centro para niños con cuidadores principales temporeros",9,9109,"6 a 9",7,"Establecimiento Educacional"
482,446,7,0.266099989414215,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['cuidar', 'casa']","Compromiso de obtener mejores notas","participan de centro para niños con cuidadores principales temporeros",9,9202,"6 a 9",7,"Establecimiento Educacional"
483,447,9,0.369199991226196,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['cuidar', 'lugar', 'jueg']","Cuidar el medio ambiente","participan de centro para niños con cuidadores principales temporeros",9,9202,"6 a 9",7,"Establecimiento Educacional"
484,448,9,0.369700014591217,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['cuidar', 'lugar', 'vivir']","Cuidar el medio ambiente","participan de centro para niños con cuidadores principales temporeros",9,9101,"4 a 5",7,"Establecimiento Educacional"
485,449,1,0.459300011396408,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'multicancha']","Cuidar la convivencia","participan de centro para niños con cuidadores principales temporeros",9,9101,"4 a 5",7,"Establecimiento Educacional"
486,450,3,0.396200001239777,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['mas', 'activo', 'comuna']","Mayor asistencia a Diálogos/Cabildos","municipalidad de corral",14,14102,"14 a 18",8,"Consejo Consultivo"
487,451,6,0.439599990844727,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['nino', 'escuchado']","Compartir y conversar con la familia y la gente","opd isla de maipo",13,13603,"10 a 13",170,"Oficina de Protección de Derechos"
488,452,3,0.128499999642372,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","[]","Mayor asistencia a Diálogos/Cabildos","jardin regalitos del cielo",10,10209,"4 a 5",10,"Establecimiento Educacional"
489,453,6,0.374500006437302,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['ninos_nina', 'cuidar', 'agua', 'portarme_bien', 'estudiar', 'obediente']","Compartir y conversar con la familia y la gente","municipalidad san pedro de la paz",8,8108,"Todos",50,"Otro"
491,454,3,0.375600010156632,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['querer', 'empezar', 'tener', 'mejor', 'trato', 'persona']","Mayor asistencia a Diálogos/Cabildos","chile crece contigo calle larga y cesfam josé joaquín aguirre",5,5302,"10 a 13",8,"Otro"
492,455,0,0.372299998998642,"comprometer, mejor, trabajo, demanda, respetuoso, escuela, asi, subir, ninos_nina, continuar","['comprometer', 'violento', 'adulto']","Respeto en la escuela","jardín infantil paidahue",13,13113,"4 a 5",6,"Establecimiento Educacional"
493,456,3,0.392500013113022,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['mayor', 'expresion', 'nna']","Mayor asistencia a Diálogos/Cabildos","opd adquintue",10,10306,"Todos",8,"Consejo Consultivo"
494,457,8,0.250900000333786,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['ninos_nina', 'comprometer', 'comunicar', 'necesidad', 'adulto', 'expresar', 'forma', 'actividad', 'realizado']","Mayor participación en instancias de diálogo","programa abriendo caminos",2,2101,"6 a 9",13,"Otro"
495,458,7,0.332100003957748,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['respetar']","Compromiso de obtener mejores notas","opd vallenar",3,3301,"Todos",12,"Otro"
496,459,9,0.456900000572205,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['perder', 'fe', 'pais', 'mejorar']","Cuidar el medio ambiente","escuela municipal de fútbol de frutillar",10,10105,"10 a 13",8,"Otro"
498,460,2,0.307200014591217,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['informar', 'concientizar', 'par', 'respecto', 'necesidad', 'surgido', 'dialogo']","Mayor incidencia en el ambito público","programa abriendo caminos",2,2101,"10 a 13",7,"Otro"
499,461,2,0.41049998998642,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['buscar', 'instancia', 'comunidad', 'permitir', 'satisfacer', 'necesidad', 'informar', 'traves', 'via', 'necesidad']","Mayor incidencia en el ambito público","programa familias de acogida concepción aadd",8,8101,"6 a 9",5,"Programa Sename"
500,462,6,0.395000010728836,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['cuidar', 'agua', 'dia']","Compartir y conversar con la familia y la gente","ilustre municipalidad de chepica",6,6302,"6 a 9",9,"Otro"
501,463,7,0.464899986982346,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['tambien', 'mascota']","Compromiso de obtener mejores notas","red  chile crece contigo  hualaihue",10,10403,"10 a 13",26,"Establecimiento Educacional"
502,464,4,0.457899987697601,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['ayudar', 'necesitar']","Ayudar y respetar a los compañeros","ilustre municipalidad de chepica",6,6302,"6 a 9",9,"Otro"
503,465,4,0.457899987697601,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['discriminar', 'persona']","Ayudar y respetar a los compañeros","residencia de protección casa belén",5,5301,"Todos",21,"Otro"
504,466,4,0.457899987697601,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['luchar_derechos', 'persona']","Ayudar y respetar a los compañeros","ilustre municipalidad de chepica",6,6302,"6 a 9",9,"Otro"
505,467,8,0.269300013780594,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['buena', 'persona']","Mayor participación en instancias de diálogo","ilustre municipalidad de chepica",6,6302,"10 a 13",8,"Otro"
506,468,9,0.305000007152557,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['botar_basura']","Cuidar el medio ambiente","ilustre municipalidad de chepica",6,6302,"10 a 13",8,"Otro"
507,469,8,0.477100014686584,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['continuar', 'participar', 'instancia', 'dialogo']","Mayor participación en instancias de diálogo","fundacion ciudad del niño",10,10101,"14 a 18",5,"Programa Sename"
508,470,7,0.222000002861023,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['respetar', 'cuidar', 'demas']","Compromiso de obtener mejores notas","ilustre municipalidad de chepica",6,6302,"10 a 13",9,"Otro"
509,471,6,0.237499997019768,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['generar', 'instancia', 'opinion', 'escuchado', 'analizado', 'autoridad', 'municipal']","Compartir y conversar con la familia y la gente","opd municipalidad san ramon",13,13131,"14 a 18",16,"Oficina de Protección de Derechos"
511,472,2,0.27700001001358,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['utilizar', 'cuidar', 'espacio', 'disponible', 'compartir']","Mayor incidencia en el ambito público","nna de la comuna de aysén",11,11201,"6 a 9",15,"Oficina Local de la Niñez"
512,473,3,0.352999985218048,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['participar', 'manejo', 'agua', 'potable', 'uso', 'basura']","Mayor asistencia a Diálogos/Cabildos","ppf witralen corporación servicio paz y justicia serpaj chile",10,10403,"Todos",5,"Programa Sename"
513,474,5,0.278699994087219,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['participacion', 'movimiento', 'social', 'acuerdo', 'petición']","Mejorar en el colegio","ppf amanecer",8,8201,"10 a 13",8,"Programa Sename"
514,475,7,0.540000021457672,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['compromiso', 'enviar', 'propuesta', 'nivel', 'central']","Compromiso de obtener mejores notas","subse ninez bío bío  junji",8,8301,"4 a 5",6,"Establecimiento Educacional"
515,476,7,0.54009997844696,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['compromiso', 'enviar', 'sueno', 'nivel', 'centrar']","Compromiso de obtener mejores notas","subse ninez  bio biocncpt",8,8314,"10 a 13",6,"Establecimiento Educacional"
516,477,6,0.374500006437302,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['aumentar', 'dialogo', 'conversar', 'familia', 'temas_politico', 'dar']","Compartir y conversar con la familia y la gente","opd municipalidad san ramón",13,13131,"14 a 18",22,"Oficina de Protección de Derechos"
518,478,9,0.421000003814697,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['subir', 'informacion', 'enterar', 'pensar', 'nino', 'santo', 'barbara']","Cuidar el medio ambiente","subse ninez bío bío  cncpt",8,8311,"10 a 13",26,"Establecimiento Educacional"
519,479,2,0.443599998950958,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['mantener', 'activo', 'participacion', 'proceso', 'ciudadano', 'ir_votar', 'parte', 'activo', 'momento', 'tomar', 'decisión']","Mayor incidencia en el ambito público","programa libertad asistida simple elqui  corporación gabriela mistral",4,4101,"14 a 18",5,"Programa Sename"
520,480,6,0.293300002813339,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['seguir', 'dialogar', 'fin', 'favorecer', 'mejor', 'consciencia', 'social', 'pais']","Compartir y conversar con la familia y la gente","rem per casa central",8,8112,"10 a 13",8,"Programa Sename"
521,481,6,0.274699985980987,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['escuchar', 'respetar']","Compartir y conversar con la familia y la gente","colegio benjamín vicuña mackenna",6,6101,"10 a 13",32,"Establecimiento Educacional"
522,482,9,0.514599978923798,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['efectuar', 'espacio', 'conversacion', 'informacion', 'respecto', 'tematica', 'atingent', 'situacion', 'actual', 'pais', 'interes']","Cuidar el medio ambiente","prm ciudad del niño los angeles",8,8301,"14 a 18",5,"Programa Sename"
523,483,6,0.395000010728836,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['amar', 'respetar', 'escuchar']","Compartir y conversar con la familia y la gente","colegio benjamin vicuña mackenna",6,6101,"6 a 9",31,"Establecimiento Educacional"
524,484,0,0.238999992609024,"comprometer, mejor, trabajo, demanda, respetuoso, escuela, asi, subir, ninos_nina, continuar","['comportar', 'mejor', 'manera', 'colegio']","Respeto en la escuela","niños y niñas de la comunidad indígena raiman",9,9207,"Todos",10,"Otro"
525,485,7,0.464899986982346,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['salir', 'protestar']","Compromiso de obtener mejores notas","prm ciudad del niño concepción",8,8101,"14 a 18",8,"Programa Sename"
526,486,5,0.444499999284744,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['portarse_bien', 'guarderia']","Mejorar en el colegio","chile crece contigo comunal puerto montt",10,10101,"6 a 9",11,"Otro"
527,487,6,0.421000003814697,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['conversar', 'madre', 'padre', 'apoderado', 'realidad_pais']","Compartir y conversar con la familia y la gente","ilustre municipalidad de la estrella",6,6202,"4 a 5",6,"Establecimiento Educacional"
528,488,8,0.389899998903274,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['mas', 'atento', 'ocurrir', 'pais', 'participar', 'actividad', 'emitir', 'opinion']","Mayor participación en instancias de diálogo","cip crc  sename",1,1101,"14 a 18",7,"Programa Sename"
529,489,3,0.339899986982346,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['mas', 'empatico', 'resto', 'persona']","Mayor asistencia a Diálogos/Cabildos","cip crc  sename",1,1101,"14 a 18",6,"Programa Sename"
530,490,4,0.483500003814697,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['comunicar', 'adulto', 'responsable', 'ninos_nina', 'escuela', 'verano', 'papudo', 'experiencia', 'conclusión', 'obtenido']","Ayudar y respetar a los compañeros","escuela de verano papudo",5,5403,"Todos",52,"Otro"
531,491,5,0.382499992847443,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['hacer', 'llegar', 'opinión', 'traves', 'portal', 'raiz', 'conversatorio', 'lograr', 'generar', 'cambio', 'necesidad', 'nino', 'nivel', 'pais']","Mejorar en el colegio","escuela de verano laja 2020",8,8304,"6 a 9",16,"Establecimiento Educacional"
532,492,5,0.383199989795685,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['hablar', 'papa', 'hacer', 'mejorar', 'lugar_viven', 'buscar', 'solución', 'concretar']","Mejorar en el colegio","cncpt san fernando",6,6301,"Todos",52,"Otro"
533,493,7,0.481599986553192,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['senalar', 'realizar', 'mayor', 'compromiso', 'sentir', 'responsable', 'suceder', 'pais']","Compromiso de obtener mejores notas","fortalecimiento municipal comuna de chile chico",11,11401,"10 a 13",6,"Oficina de Protección de Derechos"
534,494,1,0.260899990797043,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'comun']","Cuidar la convivencia","grupo de música",8,8312,"10 a 13",5,"Otro"
535,495,4,0.411399990320206,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['escuchar', 'persona', 'respetar', 'opinion', 'persona']","Ayudar y respetar a los compañeros","opd",15,15101,"10 a 13",10,"Oficina de Protección de Derechos"
536,496,5,0.24609999358654,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['adulto', 'momento']","Mejorar en el colegio","opd",15,15101,"14 a 18",11,"Oficina de Protección de Derechos"
